ts_code,date,pre_close,open,high,low,close,change,pct_chg,volume,amount,regime,split,trade_date,vol
513180.SH,2021-05-25,0.988,0.991,1.004,0.987,1.003,0.015,1.5182,6042538.0,604353.039,normal,train,,
513180.SH,2021-05-26,1.003,1.005,1.009,1.001,1.004,0.001,0.0997,4500254.0,452312.285,normal,train,,
513180.SH,2021-05-27,1.004,1.001,1.009,1.0,1.005,0.001,0.0996,3436619.0,345241.07,normal,train,,
513180.SH,2021-05-28,1.005,1.01,1.01,0.988,0.991,-0.014,-1.393,3176193.0,317821.834,normal,train,,
513180.SH,2021-05-31,0.991,0.995,1.001,0.99,0.998,0.007,0.7064,2679862.0,266740.253,normal,train,,
513180.SH,2021-06-01,0.998,1.009,1.033,1.003,1.03,0.032,3.2064,8867797.0,905461.57,normal,train,,
513180.SH,2021-06-02,1.03,1.035,1.039,1.021,1.022,-0.008,-0.7767,2988245.0,306999.3,normal,train,,
513180.SH,2021-06-03,1.022,1.024,1.032,1.014,1.016,-0.006,-0.5871,2477165.0,254073.91,normal,train,,
513180.SH,2021-06-04,1.016,1.009,1.02,1.005,1.01,-0.006,-0.5906,3287160.0,332870.342,normal,train,,
513180.SH,2021-06-07,1.01,1.014,1.014,0.997,1.004,-0.006,-0.5941,2120410.0,212488.01,normal,train,,
513180.SH,2021-06-08,1.004,1.006,1.009,0.99,0.993,-0.011,-1.0956,2745917.0,273466.956,normal,train,,
513180.SH,2021-06-09,0.993,0.993,0.998,0.989,0.992,-0.001,-0.1007,1370824.0,136143.95,normal,train,,
513180.SH,2021-06-10,0.992,0.995,1.001,0.99,0.991,-0.001,-0.1008,2784270.0,276852.851,normal,train,,
513180.SH,2021-06-11,0.991,0.996,1.003,0.992,0.992,0.001,0.1009,1858128.0,185023.927,normal,train,,
513180.SH,2021-06-15,0.992,0.998,1.001,0.982,0.991,-0.001,-0.1008,1908797.0,189219.939,normal,train,,
513180.SH,2021-06-16,0.991,0.987,0.989,0.979,0.98,-0.011,-1.11,1608188.0,158002.393,normal,train,,
513180.SH,2021-06-17,0.98,0.974,0.986,0.972,0.986,0.006,0.6122,2310474.0,227082.215,normal,train,,
513180.SH,2021-06-18,0.986,0.994,1.012,0.994,1.004,0.018,1.8256,3134824.0,315035.875,normal,train,,
513180.SH,2021-06-21,1.004,0.997,1.003,0.992,0.998,-0.006,-0.5976,2110009.0,210340.493,normal,train,,
513180.SH,2021-06-22,0.998,1.001,1.002,0.984,0.987,-0.011,-1.1022,2760246.0,273045.566,normal,train,,
513180.SH,2021-06-23,0.987,0.991,1.01,0.987,1.008,0.021,2.1277,2825497.0,282583.684,normal,train,,
